     	!=    	(    	)    	*    	+    	,    	-    	;    	<    	<=    	=    	==    	>    	>=    	[    	]    	and   	begin  	call   	do    	else   	end   	false  	id    	if    integer 	not   	num   	or    	proc   	real   record  	then   	true   	while  	#    	B    	B1    	B2    	C    	D    	E    	E1    	E2    	EL    	L    	P    	P'    	R    	S    	S0    	S1    	S2    	S3    	T    	X    
0    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s584   	s553   	--    	--    	--    	--    	s543   	s579   	s525   	--    	--    	--    	s4    	s526   	s472   	--    	--    	s565   	--    	--    	--    	--    	--    	2    	--    	--    	--    	--    	547   	1    	--    	--    	541   	--    	551   	552   	--    	538   	466   	
15    	--    	--    	--    	s16   	r15   	--    	--    	r15   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
16    	--    	s18   	--    	--    	--    	--    	s67   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s72   	--    	--    	--    	s76   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	17    	--    	77    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
17    	--    	--    	--    	r17   	r17   	--    	--    	r17   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
18    	--    	s25   	--    	--    	--    	--    	s30   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s34   	--    	--    	--    	s45   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	19    	28    	29    	--    	46    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
19    	--    	--    	s20   	--    	s21   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
20    	--    	--    	--    	r19   	r19   	--    	--    	r19   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
21    	--    	s25   	--    	--    	--    	--    	s30   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s34   	--    	--    	--    	s45   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	22    	29    	--    	46    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
22    	--    	--    	r15   	s23   	r15   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
23    	--    	s25   	--    	--    	--    	--    	s30   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s34   	--    	--    	--    	s45   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	24    	--    	46    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
24    	--    	--    	r17   	r17   	r17   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
25    	--    	s25   	--    	--    	--    	--    	s30   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s34   	--    	--    	--    	s45   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	26    	28    	29    	--    	46    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
26    	--    	--    	s27   	--    	s21   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
27    	--    	--    	r19   	r19   	r19   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
28    	--    	--    	r16   	s23   	r16   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
29    	--    	--    	r18   	r18   	r18   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
30    	--    	s25   	--    	--    	--    	--    	s30   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s34   	--    	--    	--    	s45   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	31    	66    	29    	--    	46    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
31    	--    	--    	r20   	r20   	s32   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
32    	--    	s25   	--    	--    	--    	--    	s30   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s34   	--    	--    	--    	s45   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	33    	29    	--    	46    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
33    	--    	--    	r15   	s23   	r15   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
34    	--    	--    	r21   	r21   	r21   	--    	--    	--    	--    	--    	--    	--    	--    	--    	s35   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
35    	--    	s42   	--    	--    	--    	--    	s52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s56   	--    	--    	--    	s60   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	36    	50    	51    	--    	61    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
36    	--    	--    	--    	--    	s38   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s37   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
37    	--    	--    	r24   	r24   	r24   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r24   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
38    	--    	s42   	--    	--    	--    	--    	s52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s56   	--    	--    	--    	s60   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	39    	51    	--    	61    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
39    	--    	--    	--    	s40   	r15   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r15   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
40    	--    	s42   	--    	--    	--    	--    	s52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s56   	--    	--    	--    	s60   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	41    	--    	61    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
41    	--    	--    	--    	r17   	r17   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r17   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
42    	--    	s25   	--    	--    	--    	--    	s30   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s34   	--    	--    	--    	s45   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	43    	28    	29    	--    	46    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
43    	--    	--    	s44   	--    	s21   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
44    	--    	--    	--    	r19   	r19   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r19   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
45    	--    	--    	r22   	r22   	r22   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
46    	--    	--    	r23   	r23   	r23   	--    	--    	--    	--    	--    	--    	--    	--    	--    	s47   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
47    	--    	s42   	--    	--    	--    	--    	s52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s56   	--    	--    	--    	s60   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	48    	50    	51    	--    	61    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
48    	--    	--    	--    	--    	s38   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s49   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
49    	--    	--    	r25   	r25   	r25   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r25   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
50    	--    	--    	--    	s40   	r16   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r16   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
51    	--    	--    	--    	r18   	r18   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r18   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
52    	--    	s42   	--    	--    	--    	--    	s52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s56   	--    	--    	--    	s60   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	53    	65    	51    	--    	61    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
53    	--    	--    	--    	r20   	s54   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r20   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
54    	--    	s42   	--    	--    	--    	--    	s52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s56   	--    	--    	--    	s60   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	55    	51    	--    	61    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
55    	--    	--    	--    	s40   	r15   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r15   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
56    	--    	--    	--    	r21   	r21   	--    	--    	--    	--    	--    	--    	--    	--    	--    	s57   	r21   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
57    	--    	s42   	--    	--    	--    	--    	s52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s56   	--    	--    	--    	s60   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	58    	50    	51    	--    	61    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
58    	--    	--    	--    	--    	s38   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s59   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
59    	--    	--    	--    	r24   	r24   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r24   	r24   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
60    	--    	--    	--    	r22   	r22   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r22   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
61    	--    	--    	--    	r23   	r23   	--    	--    	--    	--    	--    	--    	--    	--    	--    	s62   	r23   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
62    	--    	s42   	--    	--    	--    	--    	s52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s56   	--    	--    	--    	s60   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	63    	50    	51    	--    	61    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
63    	--    	--    	--    	--    	s38   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s64   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
64    	--    	--    	--    	r25   	r25   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r25   	r25   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
65    	--    	--    	--    	s40   	r16   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r16   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
66    	--    	--    	r16   	s23   	r16   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
67    	--    	s18   	--    	--    	--    	--    	s67   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s72   	--    	--    	--    	s76   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	68    	81    	71    	--    	77    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
68    	--    	--    	--    	r20   	s69   	--    	--    	r20   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
69    	--    	s18   	--    	--    	--    	--    	s67   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s72   	--    	--    	--    	s76   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	70    	71    	--    	77    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
70    	--    	--    	--    	s16   	r15   	--    	--    	r15   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
71    	--    	--    	--    	r18   	r18   	--    	--    	r18   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
72    	--    	--    	--    	r21   	r21   	--    	--    	r21   	--    	--    	--    	--    	--    	--    	s73   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
73    	--    	s42   	--    	--    	--    	--    	s52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s56   	--    	--    	--    	s60   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	74    	50    	51    	--    	61    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
74    	--    	--    	--    	--    	s38   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s75   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
75    	--    	--    	--    	r24   	r24   	--    	--    	r24   	--    	--    	--    	--    	--    	--    	r24   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
